,Business_Description,SD_Accept_reject
634,"company is engaged in providing  engineering company, supplies high precision fully machined aluminum and ferrous components  Main Income is from Auto Parts",Reject
635,"Company is engaged in providing document management and digitization, data entry and warehousing, contact centre, and software development.  Main Income is from Services",Reject
636,"Company is engaged in providing IT staff augmentation, consulting, and managed services. The company also provides IT managed services, such as hire-train-deploy services; and payroll management services, such as payroll processing, payroll statutory compliance and reporting, employee query management, tax calculation and verification, statutory and MIS reporting, and employee self-service portal services, as well as deploys Master Vendor Program.  Main Income is from Services",Reject
637,"Company is engaged in providing IT, engineering, and business services. The company offers various IT services, including application development and maintenance, data warehousing and business intelligence, enterprise application integration, infrastructure management, legacy migration, and validation, as well as customization, hosting,  a generic development and debugging tool for controller area network; and a suite of automotive bus monitoring and simulation tool.  Main Income is from Software Services",Reject
638,company is engaged in providing aviation engineering services.  Main Income is from Computer Software Dev. & I T Enbled Services,Reject
639,"company is engaged in providing  providing professional engineering services.  Main Income is from Engineering Support Services.The company operates in three segments viz engineering support services(73%), marketing support services(20%) and supply chain support services(6%)[2017].",Reject
640,"Company is engaged in providing IT solutions, Business Intelligence and BigData Analytics, Geospatial and Engineering.  Main Income is from Revenue From Operations",Reject
641,"company is engaged in providing information technology (IT) solutions and services. Its solutions include BI and big data analytics, smart city, cloud security and IT transformation, geospatial fusion, enterprise applications, e-Governance, financial analytics, defense solutions, safety and security, and engineering AIM solutions. The company also provides application development and maintenance, managed, Rolta adviser, business consulting, enterprise performance management, GIS, and engineering services.   Main Income is from Software Development Services",Reject
642,"Company is engaged in providing information technology (IT) solutions and services.  Its solutions include BI and big data analytics, smart city, cloud security and IT transformation, geospatial fusion, enterprise applications, e-Governance, financial analytics, defense solutions, safety and security, and engineering AIM solutions. The company also provides application development and maintenance.  Main Income is from Workstation/Network Servers/Hardware & Software",Reject
643,"Company is engaged in providing IT solutions, Business Intelligence and BigData Analytics, Geospatial and Engineering.  Main Income is from Lease Rent-Gurgoan Property",Reject
644,"Company is engaged in providing cloud-communication platform services to enterprises, over-the-top players, and mobile network operators. It offers various services, including messaging, voice, email and short messaging services filtering, and analytics and monetization. The company offers its cloud-communication services to clients across diverse sectors,  Main Income is from Sms",Reject
645,Company is engaged in providing provides financial information and technology solutions to financial markets. The company offers public and private company data.  Main Income is from It Enabled & Business Support Services,Reject
646,"company is engaged in providing  construction of industrial, commercial, institutional, residential projects  Main Income is from Civil Contract",Reject
647,company is engaged in providing professional engineering services.  Main Income is from Consultancy Fees,Reject
648,"Company is engaged in providing relevant corporate,financial,market and M&A data.  Main Income is from Services",Reject
649,company is engaged in providing  architectural and engineering consultancy   Main Income is from Consulting Charges,Reject
650,"Company is engaged in providing data center services. The Company offers data colocation, connectivity, hosting, and cloud storage services. Main Income is from Data Centre Colocation Services.",Reject
651,company is engaged in providing manufactures and distributes chemicals.   Main Income is from Research Fees,Reject
652,"Company is engaged in providing software development and related consultancy services in India and internationally. The company primarily offers mobility, enterprise Web application, workforce, and support solutions, as well as research and data mining, social media, analytics and business intelligence, testing and quality assurance, and technology related solutions.  Main Income is from Software Development",Accept
653,"company is engaged in providing commercial road projects, cement concrete roads & cement concrete road services  Main Income is from Civil Construction",Reject
654,"Company is engaged in providing business intelligence, testing and software solutions across a range of industries and verticals. The Company provides a range of software solutions, including information management strategy, consulting, design, custom application development, reporting as a managed service, business intelligence and data warehouse services, systems integration, implementation, assurance and placement services.  Main Income is from Software Development",Reject
655,"company is engaged in providing  consumer electronics.   Main Income is from T V Sets, Sub Assemblies, Thereof",Reject
656,"company is engaged in providing  computer-aided manufacturing operated rotary switches, and wires and cables.   Main Income is from Cam Operated Rotary Switches",Reject
657,"company is engaged in providing consumer electronic products  Main Income is from Hand Held Phones.The company operates in six segments viz AV(8%), ha(11%), Hhp(62%), network(15%), sde(2%) and others(2%)[2018].",Reject
658,"company is engaged in providing architecture, interior design and planning  Main Income is from Professional Fees For Designing/Supervision",Reject
659,"company is engaged in providing selling of newspapers and other publications, and advertisement.   Main Income is from Income From Digital/Web",Reject
660,"Company is engaged in providing solutions related to virtual reality, AI & ML, simulation softwares, facility management softwares and decision support systems.  Main Income is from Computer Software.The company operates in two segments viz defence(38%) and non-defence(62%)[2018].",Accept
661,"company is engaged in providing mitigation, waterproofing coatings, low concrete strength, and fire damaged structures solutions.  Main Income is from Construction Activities",Reject
662,"Company is engaged in providing digital transformation and business process modernization. It also provides marketing platforms, technology and engineering, data and AI solutions and product management services  Main Income is from Technology Consultancy & Software Development",Reject
663,company is engaged in providing  product engineering and digital transformation services worldwide  Main Income is from Computer Software.The company operates in two segments viz software products(1%) and software services(99%)[2016].,Reject
664,"Company is engaged in providing assessment outsourcing, software development services, infrastructure management, multimedia and web based solutions  Main Income is from Conduct Of Exam",Reject
665,"Company is engaged in providing design engineering, process engineering, reverse engineering, product data management, knowledge based engineering, and software customization services, as well as provides product development life cycle support services.  Main Income is from Services",Reject
666,"Company is engaged in providing information technology service, which specializes in the design, delivery, and implementation of technology driven business solutions .  The company offers various solutions for the capital markets, data integration, data analytics and visualization. It also provides enterprise resource planning, customer relationship management, data warehousing, business intelligence-performance management, product life cycle management, supply chain management, business process management-workflow, and technology solutions for the manufacturing industry.  Main Income is from Software Development Services And Products",Reject
667,company is engaged in providing wholesale trade of computer hardware  Main Income is from Mobile,Reject
668,"Company is engaged in providing manufactuing of CMS and e-commerce technology, mobile technology & database technology, with application and software development services.  Main Income is from I T Enable Services",Reject
669,"Company is engaged in providing hardware and software for lottery gaming, digital or otherwise. It provides gaming operations and licensing arrangements; and installs and supports casino management systems, such as ongoing hardware and software maintenance and upgrade services of customer casino management systems.  Main Income is from Information Technology  Services",Reject
670,"Company is engaged in providing scientific knowledge-based services to biopharmaceutical, generic pharmaceutical, consumer product, medical device, contract research and healthcare companies.  Main Income is from It Enabled Knowlege Process Outsourcing Servies",Reject
671,company is engaged in providing digital cinema solutions  Main Income is from Virtual Print Fee D-Cinema,Reject
672,"Company is engaged in providing  hard disk drives (HDDs), Enterprise Storage  Main Income is from Technical Support Services",Reject
673,"Company is engaged in providing corporate IT services and solutions to Sears Holdings Corporation,  and its family of companies including Sears, Roebuck and Co., and Kmart Corporation. Sears Holdings India works as an extended arm to the core Information Technology (IT) team of SHC, located in the United States, and assists in developing and maintaining systems, services and applications used by SHC subsidiaries. Further, its services include systems integration, delivery, product support, e-commerce, m-commerce and managed services supporting business critical applications for the Sears retail chain.  Main Income is from Software Development Charges",Reject
674,"company is engaged in providing integrated and turnkey services in shipping and logistics for customers   Main Income is from Clearing & Forwarding, Stevedoring.The company operates in two segments viz BPO services(2%) and logistics(98%)[2018].",Reject
675,"Company is engaged in providing application development, staffing services & bot model  Main Income is from Computer Software & Services",Reject
676,company is engaged in providing  professional engineering services.  Main Income is from Engineering Consultancy For Comm. & Inds. Projects,Reject
677,company is engaged in providing  integrated pharmaceutical company  Main Income is from Analytical Services,Reject
678,"Company is engaged in providing business consulting, managed professional, and product engineering services.   Main Income is from Software Development",Reject
679,company is engaged in providing manufactures and sells polyurethane foams and mattresses  Main Income is from Pu Foam Sheets/ Mattresses/Rolls/Bolster/Pillows,Reject
680,company is engaged in providing manufactures fabricated metal products.  Main Income is from Contract,Reject
681,company is engaged in providing aerospace & automotive product design  Main Income is from Services,Reject
682,company is engaged in providing engineering and contracting company.   Main Income is from Contract,Reject
683,company is engaged in providing manufactures foundry and machining products.  Main Income is from Castings,Reject
684,"company is engaged in providing engineering and related technical services for Chemical, Pharmaceutical, Petro-Chemical & Allied Product Plants.   Main Income is from Consulting Engineers & Designer",Reject
685,"Company is engaged in providing internet service provider which offersfiber optic broadband services to residential, business, and enterprise customers   Main Income is from Isp Services. The company operates in one segment IBS(100%).",Reject
686,company is engaged in providing engages in the development and construction of wind farms.   Main Income is from Engineering Services,Reject
687,"Company is engaged in providing  Internet-enabled, collaborative product design, development, and process management software, and services.   Main Income is from Software Development & Competency Centre.The company operates in three segments viz software development(52%), software maintanence and training(40%) and off shore(8%)[2018].",Reject
688,"Company is engaged in providing IT and management services. The subsidiary is split into four units: Corporate Technology India, Siemens Corporate Finance and Controlling, Global Shared Services, and Siemens Management Consulting.  Main Income is from Computer Software & Software Service.The company operates in three segments viz corporate technology development center(72%), global shared services(15%) and corporate finance(13%)[2018].",Reject
689,"company is engaged in providing integrated ICT solutions and services in India and internationally. The company operates in five segments: Telecom Services, Data Center Services, Cloud and Managed Services, Technology Integration Services, and Applications Integration Services. The Telecom Services segment offers Internet protocol based virtual private network services, including intranets, extranets, and remote access applications; and last mile connectivity services. The Data Center Services segment provides co-location, regular backup, server load balancing, and remote backup solutions;   Main Income is from Internet Telecommunication Services.The company operates in five segments viz telecom services(47%), aplication integration services(19%),technology integration services(17%), data center services(12%)  and cloud and managed services(4%)[2018].",Reject
690,"The company is engaged in designing and building Network Cabling Infrastructure for corporate and internet data centers, collocation facilities, telecom facilities, contact centers and back offices.  Main Income is from Traded Goods",Reject
691,"Company is engaged in providing software development, ERP solutions, e-governance, mobility, and systems integration . They also provide cloud computing, security and storage services.they also provide support to technologies like Microsoft, IoT, Blockchain.  Main Income is from Services",Accept
692,"The company is engaged in providing software consulting and information technology services such as SAP, application maintenance and development, data migration, cloud migration, platform migration, testing,etc.  Main Income is from Software Sales & Services",Reject
693,The company is engaged in providing solutions & consultancy services in Clinical and Analytical Area for Pharmaceuticals.  Main Income is from Analytical Services,Reject
694,"Company is engaged in providing Custom Computer Programming Services. It has products like skava Commerce, a micro services solution for digital commerce that allows retailers to test, build, and deploy features for any device without the friction and difficulties associated with the legacy platforms.  Main Income is from Income From Software Development Charges",Reject
695,"Company is engaged in providing  services for applications, cloud computing, and games on smartphones. It designs, develops, and publishes interactive games; and specializes in providing application development services for Apple OS (iPhone, iPad), Google Android OS, Windows Mobile, and RIM BlackBerry OS. It also provides consulting services on smartphone and cloud technology.  Main Income is from It Design & Development Services",Reject
696,"Company is engaged in providing  software and managed services for banks, asset managers, custodians, and broker dealers worldwide. The company offers delivery models and utilities that include shared service utilities, a mutualized internal and external service where various parties receive same data or service; operational platform for managed services; on premise TLM solutions that integrate with systems for upstream and downstream processing; and TLM OnDemand, a Software as a Service solution for automating cash, stock and securities reconciliations, and corporate actions processing.  Main Income is from Software Development Charges",Reject
697,"Company is engaged in providing software development consultancy services to the distribution, banking, telecommunication, and manufacturing sectors worldwide. It also offers software maintenance, and re-engineering and downsizing of software applications, as well as Internet commerce, mobile application development, cloud deployment, and project implementation consultancy services.  Main Income is from Traded Goods",Reject
698,"Company is engaged in providing Data Management Services. Its services include Document Storage Services, Document Verification Services, and Hospital Management System. It also provides BPM services.   Main Income is from Document Managment & Storage Services",Reject
699,"Company is engaged in providing software licensing, systems integration, engineering, Internet hosting, and facilities management services in India. It offers networking, hardware, operating system and directory, messaging migration, enterprise security, and business continuity and recovery services; and laptop, desktop, server, and networking solutions. The company’s services also include implementation of software and hardware, infrastructure management, computing and network security, wide area and Internet connectivity, and remote infrastructure management.  Main Income is from Softwares",Reject
700,"Company is engaged in providing information and technology service, including a case management system that provide clerks, judges, supervisors, and court CIOs the tools they need to eliminate bottlenecks, ensure compliance, and provide justice for the jurisdictions; Corporate Investigations, a case management system that coordinates HR investigations and incidents of corporate loss; online tool that converts PowerBuilder applications to Java or .NET. Its services include enterprise modernization, testing, custom application development, cloud computing, salesforce CRM, manage IT, collaborative product development, strategic consulting, and remote infrastructure management. The company also offers e-commerce, network technology, Internet infrastructure, and other technology services.   Main Income is from Lease Rent",Reject
701,"Company is engaged in providing development services for software solutions for the architecture, engineering, and construction sectors in India. It provides a software for automation of building permit approvals that is used by the government authorities in scrutinizing and automating the building permits; Web-based commercial-off-the-shelf application for managing the functional processes of works planning, procurement, and maintenance in public works organizations; enterprise resource planning software primarily for construction enterprises; and a software for preparing cost estimates from building models, including civil engineering structures, preparation of tender documents, and bills.  Main Income is from Services",Accept
702,"The company is engaged in  providing environmental engineering services,geo technical, mineral exploration, laboratory testing, and filed testing services.  Main Income is from Technical Testing & Analysis Activities",Reject
703,"Company is engaged in providing distribution of packaged software applications in India. It offers breed software, technical expertise, and management tools. The company also provides software licensing, support, installation, and implementation in the areas of enterprise resource planning, customer relationship management, business intelligence and analytics, portals and intranets, infrastructure management, managed testing, and platform and application migration. Main Income is from Computer Software Packages",Reject
704,"Company is engaged in providing software development, technical, and product marketing services, as well as consulting services. The company delivers solutions for customers travel, retail, distribution, and software product companies, as well as for independent software vendors through IP based platforms, products, and services that integrate new digital platforms. It also provides digital engagement, application lifecycle services; and technology infrastructure services; and resells product licenses of software companies. The company has strategic alliances with Microsoft, Oracle, SAP/Hybris, HP, and IBM.   Main Income is from Services",Reject
705,Company is engaged in providing media broadcast services  Main Income is from Advertisement,Reject
706,"The company is engaged in providing information technology security and data protection solutions for protection against threats and data loss.It also offers end user protection solutions that comprise Enduser Protection Bundles, a security solution for users and data; Sophos Cloud, a cloud security solution,etc.  Main Income is from Software Services. The company operates in one segment viz unified threat management system(100%)[2018].",Reject
707,Adequate qualatitive information is not available.  Main Income is from Income From Projects.The company operates in two segments viz contribution to revenue(96%) and others(4%)[2018].,Reject
708,"Company is engaged in providing Service Provider of application based software, application software & embedded software.  Main Income is from Service Income",Reject
709,Adequate qualatitive information is not available.  Main Income is from Income From Operations,Reject
710,"Company is engaged in providing data quality, business intelligence, and data analytics solutions in India. It operates through two segments, Test, Measurement & Embedded solutions for Educational sector; and Data Quality, Statistical and Analytics Softwares. It provides real time enterprise solution, business intelligence software, and a platform that serves as single point of contact for front-end digital systems, CRM systems.  Main Income is from Statistical & Analytics Softwares.The company operates in two segments viz statistical & analytics software(71%) and test, measurement and embedded solutions for education sector(29%)[2018].",Reject
711,"Company is engaged in providing solutions to industries like banking and financial, healthcare and manufacturing. It provides ERP solutions, BI and analytics. It also provides retail, insurance and manufacturing KPO  Main Income is from Services",Reject
712,"Company is engaged in providing processing and support-facilities for rendering accounting, data processing and customer support services.  Main Income is from Services",Reject
713,"The company is engaged in provides information technology enabled business services for banking and payment system, insurance, healthcare, retail, telecom, utilities, logistics, airports, and policing industries.It also provides testing and quality assurance services, including application, integration, user acceptance, performance, regression, and operational testing,etc.  Main Income is from Software Export/Services.The company operates in one segment ITeS(%)[2016].",Reject
714,"The company is engaged in providing services in the areas of electrical contracting, HVAC, public health and safety, LV systems, Co-Gen and power back-up solutions, EPC contracting, and solar EPC and data center solutions.  Main Income is from Income From Contracts",Reject
715,"The company is engaged in manufacturing and selling telecom products and solutions in India and internationally.It is also engages in the design, engineering, implementation, and maintenance of optical fiber cable networks.  Main Income is from Jelly Filled Telephone Cables.The company operates in one segment telecom(100%)[2016].",Reject
716,The company is engaged in offering Consultancy service for civil & architectural requirements.  Main Income is from Professional Receipts,Reject
717,"The company is engaged in providing architecture, civil engineering, planning, electrical and mechanical engineering, and project management services for power, transportation, telecommunications,etc.   Main Income is from Professional Fees",Reject
718,"Company is engaged in providing software products and related services to communications service providers across the world. The Company also provides implementation and customization, support services, managed services and sub-contracting services. Its segments include Software Products and Software Services. It provides business and operations support systems (B/OSS) solutions to telecom service providers.  Main Income is from Software Products & Service",Reject
719,"Company is engaged in providing computers, and computer networking services, with hardware and peripherals  Main Income is from Computer",Reject
720,"Company is engaged in providing BPO, Software development, security and testing services.  Main Income is from Data Processing Fees",Reject
721,"The company is engaged in manufacturing, selling, and registering crop protection chemicals and household insecticides.  Main Income is from Liquid Formulation.The company operates in three segments viz agro chem(79%), industrial chmicals(18%) and public health chemicals(3%)[2018].",Reject
722,"The company is engaged in research and development, manufacture, and sale of aluminum die cast components to automotive manufacturers in India and internationally.  Main Income is from Autoparts",Reject
723,"Company is engaged in providing outsourcing services like it offers various financial services, such as accounts payable and receivables, payment processing, accounting and reporting, scanning and indexing, and record maintenance services, as well as services related to investment accounting, fixed assets capitalization, funds, income booking, investments, and dis-investments. It also provides customer support services, such as customer service, helpdesk support, administrative support,  Main Income is from Business Process Outsourcing",Reject
724,"Company is engaged in providing mobile and web development, data processing, call centres, LPO, and e-publishing services. Main Income is from Service Receipts",Reject
725,"Company is engaged in providing Legal Process Outsourcing, Content Management Services and Finance services. Main Income is from It Enabled Services",Reject
726,"Company is engaged in providing business process outsourcing services to government and private sectors in India. The company offers customer experience related services, including inbound and outbound call center, voice broadcast, and document digitization services; and marketing effectiveness services, such as Web presence creation, content development, and digital and social marketing services. It also provides virtual reality, Internet of Things, and software product engineering solutions; and Website design and development, skill development and training program, and human resource consultancy services. Main Income is from Call Centre",Reject
727,"The company is engaged in manufacturing and trading of premium quality Prestressed Precast Boundary Wall, Concrete Block, Chequered Tiles, Paver Blocks, Fly Ash Block ,etc.  Main Income is from Trading Sales",Reject
728,"Company is engaged in providing BPO services, customer engagement and Business Process Management services, and digital transformation services  Main Income is from Income From Outsourcing Services",Reject
729,"The company is engaged in manufacturing, supplying and providing services related to Power Panels, Motor Control Panels, Power Control Centres,etc.  Main Income is from Engineering Services",Reject
730,"The company is engaged in manufacturing customized industrial separation equipment such as round, rectangular, and pharmaceutical separators; and decanter centrifuges, gyratory sifters, filter dryer, grinding and finishing mills, hydrocyclones, screens and accessories, and other separation products.  Main Income is from Engineering Consultancy Services",Reject
731,"The company is engaged in wholesale trading of petrol, mobile oil and allied products.  Main Income is from Coal",Reject
732,The company is engaged in providing computer programming services.   Main Income is from Software Services,Reject
733,Company is engaged in providing private label credit cards for financing purchases and health care of customers.  Main Income is from It Enabled Services,Reject
734,"Company is engaged in providing digital business consulting and technology consulting services (with platforms, AI, and blockchain) for financial and insurance industry  Main Income is from It Services",Reject
735,"Company is engaged in providing  software development and implementations services. It offers services in the areas of pilot engagement, lean startup MVP, technology refresh, DevOps, and QA testing/automation.  Main Income is from Software Services",Accept
736,Company is engaged in providing messaging and virtual private network services to businesses.  Main Income is from Software Services. The company operates in two segments viz domestic services(38%) and software development services(62%)[2017].,Reject
737,"Company is engaged in providing  digital transformation, information technology (IT), and knowledge process outsourcing (KPO) services. It provides end-to-end, integrated application, and infrastructure management services; develops software applications; and offers legacy modernization services, such as software analysis, language conversion, reverse engineering, database migration, code optimization, cloud onboarding and migration, ecosystem migration, testing, and management.  Main Income is from Computer Software.The company operates in seven segments viz IT services(78%), banking and financial services(10%), healthcare(3%), insurance(3%), retail, logistics and telecom(3%) and manufacturing and others(2%)[2018].",Reject
738,"The company is engaged in offering diverse services in Management Systems Certification, Industrial Services, Inspection Services, Infrastructure, Roads & Highways, Renewable Energy, Railways, Petroleum, Chemicals & Gas Services, Food Testing, Training, Automotive Services,etc.  Main Income is from Certification & Technical Services.The company operates in two segments viz ceritfication and testing services(85%) and testing services(15%)[2018].",Reject
739,"Company is engaged in providing enterprise solutions for manufacturing, automotive, engineering, retail, agriculture, and trading and distribution industries.  Main Income is from Software Services",Reject
740,"Company is engaged in providing its solutions in the areas of experience design, commerce, and customer interaction; ideation, foundational, and transformative engineering; and data analytics.  Main Income is from Income From Software Services",Reject
741,"Company is engaged in providing enterprise resource planning software. The company also provides ERP implementation, product usage training, deployment, software assurance, data migration, business advisory, integration, customizing synchronization and data transformation, and on site support services; and invoice and PO customization, and various document modification services.   Main Income is from Software Products",Accept
742,"The company is engaged in software product development.It provides software solutions in the areas of supply chain finance (SCF), and e-invoicing and invoice processing. It serves banks, SMEs, large manufacturing companies, health and pharmaceutical institutions, and import/export companies.  Main Income is from It Division",Accept
743,"Company is engaged in providing cloud communication services for mobile operators and enterprises, it further offers messaging products and services, such as Application to Person messaging services; SMS Firewall. The company also provides cloud voice services, including Hosted IVR solution that enables enterprises to design, build, and update custom IVR applications using a Web interface.  Main Income is from Software Receipts(Domestic & Exports)",Reject
744,The company is engaged in providing civil construction services.   Main Income is from Civil Work,Reject
745,"Company is engaged in providing business process management consultancy, network audit and consultancy, and operations and technology transformation.  Main Income is from Income From Services.The company operates in five segments viz BFSI(39%), communication and media(18%), retail and consumer business(18%), manufacturing(9%) and others(17%)[2017].",Reject
746,"Company is engaged in providing information technology (IT) and IT enabled services. It provides a cloud-based talent management solution,a cognitive automation system; an assessment solution;a cloud solution, which also provides contract management, purchasing, accounts payable, and supplier management solutions;a platform to automate and manage IT processes.  Main Income is from Consultancy Services",Reject
747,"The company is engaged in offering services such as site assessment and surveys, environment impact assessment, preliminary planning, system studies, and feasibility and detailed project reports; design engineering,etc.  Main Income is from Service Income",Reject
748,"Company is engaged in providing product design and engineering, and systems integration and support services. The company operates in two segments, Software Development & Services; and Systems Integration & Support. It offers technology consulting, new product design, development, and testing services for broadcast, consumer electronics, healthcare, telecom, and transportation industries; and electronics, software development, and system design services for automotive and aerospace industries.  Main Income is from Services.The company operates in two segments viz software development and services(96%) and system integration and support(4%)[2018].",Accept
749,"The company is engaged in providing engineering, procurement, and construction services for urban, industrial infrastructure, utility projects,construction of roads, bridges, rail and metro systems, commercial buildings and airports,etc.  Main Income is from Income From Erection, Engineering & Quality Inspec.The company operates in one segment viz epc, services and others(100%)[2018].",Reject
750,"Company is engaged in providing engineering and design services and product lifecycle management (PLM) products and services primarily to manufacturers and their suppliers in the automotive, aerospace, and engineering markets. Its range of services include IT consultancy, SAP implementation and maintenance, networking solutions, CAD/CAM engineering, and design consultancy.   Main Income is from Income From Services",Reject
751,Company is engaged in providing VSAT bandwidth connectivity services in India. The company also provides Internet services under the PAN India ISP license.  Main Income is from Vsat Networking Services,Reject
752,"Company is engaged in providing business intelligence solutions, independent software testing & content management solutions  Main Income is from Services",Reject
753,"Company is engaged in providing IT infrastructure maintenance services. Its solutions include information management, such as business intelligence, Google solutions, custom solutions, and solution accelerators; business applications and consulting services, including enterprise resource planning (ERP), customer relationship management (CRM), and human resource information system (HRIS); and enterprise content management/document management system. Main Income is from Infrastructure Solutions.The company operates in three segments viz infrastructure solutions(86%), infrastructure management services(11%) and software and information solutions(3%)[2016].",Reject
754,"Company is engaged in providing  services for development of software technology. The Company offers operating system tools and components for customers embedded network security and performance-critical, hardware-assisted networking protocol implementations in the form of stand-alone modules and other solutions. Team F1 supplies OEM-ready software to the embedded systems market.  Main Income is from Network Security Software",Reject
755,"Company is engaged in providing  Virtualisation, Enterprise System Management, Security & Networking, Information Management & Industry Solution.  Main Income is from Computer Software, Hardware & Networking Products",Reject
756,"Company is engaged in providing business process outsourcing (BPO) services,with inbound and outbound calling and transaction management.  Main Income is from Call Center Services",Reject
757,"Company is engaged in providing IT outsourcing, consulting, next generation, application outsourcing, network, infrastructure management, integrated engineering, business process outsourcing, platform, and mobile value added services. The company provides consulting-led integrated portfolio services to telecom equipment manufacturers and telecom service providers; IT infrastructure services; business process outsourcing services; and enterprise solutions services of IT and IT-enabled services.It also offers IT services, such as IT enabled services, application development and maintenance, consulting and enterprise business solutions, extended engineering solutions, and infrastructure management services.  Main Income is from Income From Services",Reject
758,"The company is engaged in repairing of service compaq computer, acer computer, computer hardware etc.   Main Income is from Cpu",Reject
759,"The company is engaged in  providing engineering, procurement and construction services.  Main Income is from Contracts",Reject
760,"Company is engaged in providing mechanical engineering services, CAD, engineering design and development, value engineering and valu analysis, and IoT services.  Main Income is from Computer Software, Engineering & Design Activities",Reject
761,"Company is engaged in providing enterprise data management suite software, which enables organizations to implement database archiving, test data management, data masking, and application retirement across various enterprise data for public and private clouds. It also provides cash flow management solutions, and talent management solutions and services.  Main Income is from Itservices",Reject
762,Company is engaged in providing payment processing solutions and services.  Main Income is from Transacting Processing Income,Reject
763,Company is engaged in providing development of software to manage customer touch points of a telecom service provider. It provides software for a billing solution; an interconnect solution; an EBPP solution;a web based self care system;a customer care portal; and a VAS delivery platform.   Main Income is from Software Products Sale/Licence,Reject
764,Company is engaged in providing software development services.  Main Income is from Development Of Computer Software & Services,Accept
765,"Company is engaged in providing back offices services, marketing and data entry, processing services  Main Income is from Services",Reject
766,"The company is engaged in designing, manufacturing, and marketing ride performance, clean air products and technology solutions for light vehicle and commercial truck.   Main Income is from Shock Absorbers & Struts.The company operates in two segments viz clean air(41%) and ride performance(59%)[2018].",Reject
767,"Company is engaged in the business of providing  software development services like system integration and networking software development and consultancy on E-governance. Main income is from sale of software. Company operates in three segments namely integrated solutions (56%), technical division (18%), projects division (26%) [2018]. ",Reject
768,"Company is engaged in providing cloud, application, and software related solutions. It has products for cloud, applications, and opensource softwares.it also provides hardware related services.  Main Income is from Services",Reject
769,"The company is engaged in offering payload stainless steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper,etc.  Main Income is from Rail Epc.The company operates in three segments viz rail epc(58%), heavy engg divisions(31%) and steel foundary(11%)[2018].",Reject
770,"Company is engaged in providing data automation for defence and related businesses, and provides solutions using the Internet of Things/connectivity, Big Data, artificial intelligence and cybersecurity.  Main Income is from Service.The company operates in two segments viz electronic combat systems(56%)microwave and imaging subsystems(7%), signalling for urban rail(7%),, military air operations(6%), military and avionics(1%), revenue collection systems(1%), underwater systems(1%) and integrated communications systems(4%)[2016].",Reject
771,"The company is engaged in manufacturing, marketing, and services relating to rubber and polyurethane based engineering products for bulk material handling, mineral processing, and corrosion protection in India and internationally.  Main Income is from Works.The company operates in two segments viz services(54%), manufacturing(34%) and others(12%)[2018].",Reject
772,"Company is engaged in providing application development, implementation, management and operation.  Main Income is from Software Services",Accept
773,"Company is engaged in providing software testing and QA consulting services.It serves customers in finance, IT, telecom, e-commerce, healthcare, manufacturing, and retail sectors.  Main Income is from Software Testing Services",Reject
774,"Company is engaged in providing end to end software development services. It provides  design, development to testing and deployment to the long term support.  Main Income is from Software Development",Accept
775,"The company is engaged in providing diagnostic testing services to patients, laboratories, and hospitals.  Main Income is from Testing & Services Charges",Reject
776,"Company is engaged in providing  Information Technology (IT) consulting and Business Process Outsourcing (BPO) services, with services like application integration, cloud based services, blockchain and AI solutions  Main Income is from Research & Development.The company operates in two segments viz software R&D and support services.(90%), marketing support services(6%) and general and admin services(4%)[2017].",Reject
777,Adequate qualatitive information is not available.  Main Income is from Support Services,Reject
778,Company is engaged in providing LED lights.  Main Income is from Software Services,Reject
779,"The company is engaged in supplying Liquified Petroleum Gas (LPG) for industrial, commercial, auto and domestic market.  Main Income is from Lubricating Oils & Greases.The company operates in two segments viz lubricating oil greases (49%), liquified petroleum gas(41%) and others(10%)[2017].",Reject
780,"The company is engaged in providing engineering consultancy and contracting services such as feasibility study, process design and front end engineering design, developing basic and detail engineering, procurement, construction, project management, and applied technology services.  Main Income is from Work Execution Contract.The company operates in two segments viz turnkey(69%) and consultancy(31%)[2016].",Reject
781,"Company is engaged in providing geospatial products and solutions company, provides digital map-based and geospatial solutions. The company is also involved in developing a map-based taxation product, which includes various municipal taxes, and provide a map-based interface for analyzing tax-payer information to the urban local bodies. It also provides asset management solutions for government and private sector organizations; application development; and precision surveying solutions.   Main Income is from Services",Accept
782,"Company is engaged in providing seal, bearing and related products  Main Income is from Moulded Components",Reject
783,Company is engaged in providing financial advisory and valuation analysis services.  Main Income is from Services,Reject
784,"Company is engaged in providing services related to Cloud Computing, Opensource Solutions, Remote Management, IT Infrastructure Management, AWS, Azure, Openstack.  Main Income is from Income From Services.The company operates in one segment viz IT and related services(100%)[2016].",Reject
